"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1742","test_google_search","tests","Thu May 01 13:02:44 GMT 2025","passed","Thu May 01 13:02:46 GMT 2025","","test_google","",""
