"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2437","test_google_search","tests","Thu May 01 13:09:41 GMT 2025","passed","Thu May 01 13:09:43 GMT 2025","","test_google","",""
